row_num,description,category,size,type
779,Summary shows capture/hr and sessions/month - suggest other relevant data,Analytics/Viz,S,improvement
780,Image illustrating projects should be scaled to the size of rectangular window,UI/UX,XS,bug
781,Documentation - for users (user guide) and developers,Documentation,L,documentation
782,Use LLM to help with the table of contents for documentation,Documentation,S,improvement
783,Link to documentation (and write documentation),Documentation,M,documentation
784,Reset password when not logged in (Unstable),Permissions/Auth,S,bug
785,Configure processing services for a project (Needs documentation),Documentation,S,documentation
786,Configure pipelines for a project (Needs documentation),Documentation,S,documentation
787,Configure a storage for project (Needs documentation),Documentation,S,documentation
788,Configure a data source for a station (Needs documentation),Documentation,S,documentation
789,Documentation of how to re-train a model with data from Antenna,Documentation,M,documentation
790,Reworking collections (dynamic filters vs fixed datasets),Data-Management,L,improvement
791,Knowing what's been processed (images uploaded/in a project/collection),UI/UX,M,feature
792,Knowing what's been verified (progress bar reflection),UI/UX,M,feature
793,Regex null bug (UI gap),UI/UX,XS,bug
794,Processing Stability & Speed,Infrastructure,L,improvement
795,Project & Team Management (UI & API for managing user roles),Permissions/Auth,L,feature
796,User Account Management (re-enabling self-service sign-up),Permissions/Auth,M,feature
797,Platform Vision/Strategy (defining goals & milestones for 2026),Community,XL,research
798,Data Uploader (easier data import/desktop application),Infrastructure,L,feature
799,Importing Externally Processed Data (Detections/Predictions),Data-Management,M,feature
800,Export Formats (Darwin Core/COCO/YOLO formats),Export/Interop,M,feature
801,Generalized Pipeline (general insect detector/global moth classifier),ML/AI,XL,feature
802,Better Detector/Segmenter (segmentation detector/handling overlapping moths),ML/AI,L,feature
803,Model Management (model orchestration & revision/deploying new models),ML/AI,L,feature
804,Knowing What's Processed (progress bar/how many images processed),UI/UX,M,feature
805,Post-Processing Functions (Class Masking/small/blurry/darkness filter),ML/AI,M,feature
806,Confidence & Uncertainty in UI (displaying species-level accuracy),Analytics/Viz,M,feature
807,Taxonomy Features (adding new species/project-based taxonomy),Taxonomy,L,feature
808,Rank Rollup & Prediction (Taxon rank rollup for low confidence),Taxonomy,M,feature
809,Labeling Interface Improvements (bulk labeling/editing bounding boxes),UI/UX,M,feature
810,Data Visualization (charts/stats/flight charts for taxa),Analytics/Viz,L,feature
811,Documentation (User Guide v1/ML developer guide),Documentation,L,documentation
812,UI Gaps/Fixes (consistent saving/quick buttons/show best detection image),UI/UX,M,improvement
813,Unstable Functions (password reset/sign-up disabled),Permissions/Auth,M,bug
814,Processing Bugs (processing jobs stalling/status updates incorrect),Infrastructure,M,bug
815,Data Integrity Issues (sessions not auto-created/null in data sync view),Data-Management,M,bug
816,Which features before April 2026?,Community,M,research
817,Which need to be self service from a centrally hosted platform?,Community,M,research
818,Which need a planning & prototype sprint,Community,M,research
819,Which features are MVP vs production-ready?,Community,M,research
820,Which features need to be self-service vs admin-only?,Community,M,research
821,Are we trying to make an app for everyone? Supporting 2-3 partners?,Community,M,research
822,Simplicity vs. feature richness,Community,M,research
823,Which partner types? Which partner types need self-service?,Community,M,research
824,NRCAN (government/landscape scale) - custom deployment with support?,Community,M,research
825,Mothitor project/Maxim's projects (research labs) - self-service priority,Community,M,research
826,LepiNoc (citizen science) - different requirements/mobile app,Community,L,research
827,Document full vision of complete AMI solution at scale,Documentation,L,documentation
828,Which features empower & accelerate teams in what they already do?,Community,M,research
829,Documentation & doc links within app,Documentation,M,improvement
830,Role management (what about adding new users?),Permissions/Auth,M,feature
831,Reworking collections - clarifying dynamic filters vs fixed datasets,Data-Management,L,improvement
832,Will we always require collections for processing?,Data-Management,S,research
833,Occurrence collections,Data-Management,M,feature
834,Predefined collections / Dynamic presets,Data-Management,M,feature
835,How can we make collections more natural in the workflow,UI/UX,M,improvement
836,Processing stability,Infrastructure,L,improvement
837,ML Developer & researcher experience for improving ML,DevEx,L,feature
838,Processing convenience (buttons for process this night/collection),UI/UX,S,feature
839,Generalized pipeline - General insect detector & Global moth classifier,ML/AI,XL,feature
840,Post processing functions - special sauce (small/blurry/tracking),ML/AI,L,feature
841,Showing evaluation & statistics within the UI,Analytics/Viz,M,feature
842,Processing stabilization,Infrastructure,L,improvement
843,Knowing what's been processed (images uploaded/in project/collection),UI/UX,M,feature
844,Knowing what's been verified (progress bar reflection),UI/UX,M,feature
845,Taxonomy direction and features (External sources/managing taxa),Taxonomy,L,research
846,Taxonomy - Mapping to algorithms (most important UI feature),Taxonomy,M,feature
847,How much freedom do we give projects & users for Taxonomy,Taxonomy,S,research
848,Importing for Taxonomy (bulk import to assign to lists),Taxonomy,M,feature
849,Darwincore export,Export/Interop,M,feature
850,Export format for ML retraining,Export/Interop,M,feature
851,Research & document plan for easier data import from cameras/SD cards,Documentation,M,research
852,Documentation of how to re-train a model with data from Antenna,Documentation,M,documentation
853,Importing - Taxa lists,Taxonomy,M,feature
854,Importing - Data processed externally (Detections/Predictions),Data-Management,M,feature
855,Importing - Captures (import a list of public HTTP urls),Data-Management,M,feature
856,More obvious interlinking between occurrence detail and session detail,UI/UX,S,improvement
857,Consistent saving behavior,UI/UX,M,improvement
858,More quick buttons for processing & collections,UI/UX,S,feature
859,Regex null bug,UI/UX,XS,bug
860,Hovering toolbar in the session detail per occurrence?,UI/UX,M,feature
861,New release on GitHub,Community,S,improvement
862,Add to Wildlabs inventory,Community,S,improvement
863,Mailing list & regular updates,Community,M,improvement
864,Project manager,Community,XL,research
865,Taxonomy (Hierarchical categories/Many taxonomic ranks),Taxonomy,L,feature
866,Time series images (specific automated captured),Analytics/Viz,M,feature
